review_id,institution_name,programme_name,country,degree_level,field_name,extracted_value,value_scope,provider,source_url,evidence_text,system_status,system_confidence_or_reason,review_verdict,review_comment,reviewer,reviewed_at,critical_error
QA-0147,Oxford University,Computer Science (3 or 4 years),United Kingdom,Bachelor,employment_outcomes,85% Information Technology Professionals; outcome period: 15 months after the course; data period: 2021-23; source: Graduate Outcomes survey,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10007774/G400/Full-time/,85% Information Technology Professionals,ACCEPTED,accepted; exact external evidence; pipeline confidence=0.90,,,,,
QA-0148,The University of Edinburgh,Computer Science,United Kingdom,Bachelor,duration,4 year course,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10007790/UTCMPSIBENGH/Full-time/,Length 4 year course,ACCEPTED,accepted deterministic catalogue metadata; source column=Course length; exact programme context,,,,,
QA-0149,The University of Edinburgh,Computer Science,United Kingdom,Bachelor,location,Central,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10007790/UTCMPSIBENGH/Full-time/,Location : Central,ACCEPTED,accepted deterministic catalogue metadata; source column=Course location; exact programme context,,,,,
QA-0150,The University of Edinburgh,Computer Science,United Kingdom,Bachelor,delivery_mode,Full time,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10007790/UTCMPSIBENGH/Full-time/,Study mode Full time,ACCEPTED,accepted deterministic catalogue metadata; source column=Study mode; exact programme context,,,,,
QA-0151,The University of Edinburgh,Computer Science,United Kingdom,Bachelor,employment_outcomes,5% Engineering professionals; period: 15 months after the course,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10007790/UTCMPSIBENGH/Full-time/,5% Engineering professionals,REVIEW,review; exact external evidence; pipeline confidence=0.85; validation=POPULATION_NOT_SUPPORTED,,,,,
QA-0152,The University of Manchester,Computer Science,United Kingdom,Bachelor,programme_identity,BSc (Hons) Computer Science,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10007798/28/Full-time/,BSc (Hons) Computer Science,ACCEPTED,accepted; exact external evidence; pipeline confidence=0.95,,,,,
QA-0153,The University of Manchester,Computer Science,United Kingdom,Bachelor,credential,BSc (Hons),programme,Discover Uni,https://discoveruni.gov.uk/course-details/10007798/28/Full-time/,BSc (Hons) Computer Science,ACCEPTED,accepted; exact external evidence; pipeline confidence=0.95,,,,,
QA-0154,The University of Manchester,Computer Science,United Kingdom,Bachelor,duration,4 year course,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10007798/28/Full-time/,Length 4 year course,ACCEPTED,accepted deterministic catalogue metadata; source column=Course length; exact programme context,,,,,
QA-0155,The University of Manchester,Computer Science,United Kingdom,Bachelor,location,Main Campus,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10007798/28/Full-time/,Location : Main Campus,ACCEPTED,accepted deterministic catalogue metadata; source column=Course location; exact programme context,,,,,
QA-0156,The University of Manchester,Computer Science,United Kingdom,Bachelor,delivery_mode,Full time,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10007798/28/Full-time/,Study mode Full time,ACCEPTED,accepted deterministic catalogue metadata; source column=Study mode; exact programme context,,,,,
QA-0157,The University of Manchester,Computer Science,United Kingdom,Bachelor,career_outcomes,metric: occupation_distribution; occupations: 90%; 5%; 5%; period: 15 months after the course; population: students graduating 2022-23,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10007798/28/Full-time/,100% In highly skilled work 90% Information Technology Professionals 5% Engineering professionals 5% Business and public service associate professionals,ACCEPTED,accepted; exact external evidence; pipeline confidence=0.85,,,,,
QA-0158,The University of Manchester,Data Science,United Kingdom,Bachelor,external_source_status,,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10007798/2571195/Full-time/,No admitted external field-bearing source was retained for this target.,SOURCE_ABSENCE,target-level source absence; no admitted external field-bearing source was retained,,,,,
QA-0159,University of Brighton,Business Management with Entrepreneurship,United Kingdom,Bachelor,programme_identity,BSc (Hons) Business Management with Entrepreneurship,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10000886/BUEG001MUU/Full-time/,BSc (Hons) Business Management with Entrepreneurship,ACCEPTED,accepted; exact external evidence; pipeline confidence=0.95,,,,,
QA-0160,University of Brighton,Business Management with Entrepreneurship,United Kingdom,Bachelor,credential,BSc (Hons),programme,Discover Uni,https://discoveruni.gov.uk/course-details/10000886/BUEG001MUU/Full-time/,BSc (Hons) Business Management with Entrepreneurship,ACCEPTED,accepted; exact external evidence; pipeline confidence=0.95,,,,,
QA-0161,University of Brighton,Business Management with Entrepreneurship,United Kingdom,Bachelor,duration,3 year course,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10000886/BUEG001MUU/Full-time/,Length 3 year course,ACCEPTED,accepted deterministic catalogue metadata; source column=Course length; exact programme context,,,,,
QA-0162,University of Brighton,Business Management with Entrepreneurship,United Kingdom,Bachelor,location,Moulsecoomb,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10000886/BUEG001MUU/Full-time/,Location : Moulsecoomb,ACCEPTED,accepted deterministic catalogue metadata; source column=Course location; exact programme context,,,,,
QA-0163,University of Brighton,Business Management with Entrepreneurship,United Kingdom,Bachelor,delivery_mode,Full time,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10000886/BUEG001MUU/Full-time/,Study mode Full time,ACCEPTED,accepted deterministic catalogue metadata; source column=Study mode; exact programme context,,,,,
QA-0164,University of Brighton,Business Management with Entrepreneurship,United Kingdom,Bachelor,career_outcomes,65%; source: Graduate Outcomes survey,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10000886/BUEG001MUU/Full-time/,65% of graduates find their current work meaningful,ACCEPTED,accepted; exact external evidence; pipeline confidence=0.85,,,,,
QA-0165,University of Brighton,Pharmacy,United Kingdom,Bachelor,programme_identity,MPharm (Hons) Pharmacy,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10000886/APCB001MUU/Full-time/,MPharm (Hons) Pharmacy,ACCEPTED,accepted; exact external evidence; pipeline confidence=0.95,,,,,
QA-0166,University of Brighton,Pharmacy,United Kingdom,Bachelor,credential,MPharm (Hons),programme,Discover Uni,https://discoveruni.gov.uk/course-details/10000886/APCB001MUU/Full-time/,MPharm (Hons) Pharmacy,ACCEPTED,accepted; exact external evidence; pipeline confidence=0.95,,,,,
QA-0167,University of Brighton,Pharmacy,United Kingdom,Bachelor,duration,5 year course,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10000886/APCB001MUU/Full-time/,Length 5 year course,ACCEPTED,accepted deterministic catalogue metadata; source column=Course length; exact programme context,,,,,
QA-0168,University of Brighton,Pharmacy,United Kingdom,Bachelor,location,Moulsecoomb,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10000886/APCB001MUU/Full-time/,Location : Moulsecoomb,ACCEPTED,accepted deterministic catalogue metadata; source column=Course location; exact programme context,,,,,
QA-0169,University of Brighton,Pharmacy,United Kingdom,Bachelor,delivery_mode,Full time,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10000886/APCB001MUU/Full-time/,Study mode Full time,ACCEPTED,accepted deterministic catalogue metadata; source column=Study mode; exact programme context,,,,,
QA-0170,University of Brighton,Pharmacy,United Kingdom,Bachelor,career_outcomes,85%; period: 15 months after the course,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10000886/APCB001MUU/Full-time/,85% are using what they learnt during their studies in their current work 15 months after the course for Pharmacy graduates at University of Brighton,ACCEPTED,accepted; exact external evidence; pipeline confidence=0.90,,,,,
QA-0171,University of Bristol,Computer Science,United Kingdom,Bachelor,programme_identity,BSc (Hons) Computer Science,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10007786/4COSC006UU-202425/Full-time/,BSc (Hons) Computer Science,ACCEPTED,accepted; exact external evidence; pipeline confidence=0.95,,,,,
QA-0172,University of Bristol,Computer Science,United Kingdom,Bachelor,credential,BSc (Hons),programme,Discover Uni,https://discoveruni.gov.uk/course-details/10007786/4COSC006UU-202425/Full-time/,BSc (Hons) Computer Science,ACCEPTED,accepted; exact external evidence; pipeline confidence=0.95,,,,,
QA-0173,University of Bristol,Computer Science,United Kingdom,Bachelor,duration,3 year course,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10007786/4COSC006UU-202425/Full-time/,Length 3 year course,ACCEPTED,accepted deterministic catalogue metadata; source column=Course length; exact programme context,,,,,
QA-0174,University of Bristol,Computer Science,United Kingdom,Bachelor,location,University of Bristol,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10007786/4COSC006UU-202425/Full-time/,Location : University of Bristol,ACCEPTED,accepted deterministic catalogue metadata; source column=Course location; exact programme context,,,,,
QA-0175,University of Bristol,Computer Science,United Kingdom,Bachelor,delivery_mode,Full time,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10007786/4COSC006UU-202425/Full-time/,Study mode Full time,ACCEPTED,accepted deterministic catalogue metadata; source column=Study mode; exact programme context,,,,,
QA-0176,University of Bristol,Computer Science,United Kingdom,Bachelor,career_outcomes,outcome type: occupation_distribution; highly skilled work percentage: 80; information technology professionals percentage: 80; period: 15 months after the course,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10007786/4COSC006UU-202425/Full-time/,80% In highly skilled work 80% Information Technology Professionals,ACCEPTED,accepted; exact external evidence; pipeline confidence=0.85,,,,,
QA-0177,University of Cambridge,Computer Science,United Kingdom,Bachelor,programme_identity,Computer Science,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10007788/UG_CSTX/Full-time/,Computer Science at University of Cambridge | Discover Uni Course Details,ACCEPTED,accepted; exact external evidence; pipeline confidence=0.90,,,,,
QA-0178,University of Cambridge,Computer Science,United Kingdom,Bachelor,programme_focus,Computer Science,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10007788/UG_CSTX/Full-time/,BA (Hons) Computer Science University of Cambridge,ACCEPTED,accepted; exact external evidence; pipeline confidence=0.90,,,,,
QA-0179,University of Cambridge,Computer Science,United Kingdom,Bachelor,curriculum_overview,"3 year course, full time",programme,Discover Uni,https://discoveruni.gov.uk/course-details/10007788/UG_CSTX/Full-time/,Study mode Full time Length 3 year course,ACCEPTED,accepted; exact external evidence; pipeline confidence=0.90,,,,,
QA-0180,University of Nottingham,Computer Science,United Kingdom,Bachelor,programme_identity,BSc (Hons) Computer Science,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10007154/G400/Full-time/,BSc (Hons) Computer Science,ACCEPTED,accepted; exact external evidence; pipeline confidence=0.95,,,,,
QA-0181,University of Nottingham,Computer Science,United Kingdom,Bachelor,credential,BSc (Hons),programme,Discover Uni,https://discoveruni.gov.uk/course-details/10007154/G400/Full-time/,BSc (Hons) Computer Science,ACCEPTED,accepted; exact external evidence; pipeline confidence=0.95,,,,,
QA-0182,University of Nottingham,Computer Science,United Kingdom,Bachelor,learning_outcomes,The course has developed the knowledge and skills I think I will need for my future.,programme,Discover Uni,https://discoveruni.gov.uk/course-details/10007154/G400/Full-time/,77% The course has developed the knowledge and skills I think I will need for my future. Final year BSc (Hons) Computer Science students at The University of Nottingham,ACCEPTED,accepted; exact external evidence; pipeline confidence=0.70,,,,,
QA-0183,Boise State University,Boise State University Computer Science,United States,Master,tuition,Raw snapshot retrieved at: 2026-09-15T09:14:44+00:00 Archive member: Most-Recent-Cohorts-Institution.csv Annual tuition and fees for in-state students: 8068 [source column TUITIONFEE_IN] (currency=USD; basis=annual; audience=domestic) Annual tuition and fees for out-of-state students: 24988 [source column TUITIONFEE_OUT] (currency=USD; basis=annual; audience=international),programme,College Scorecard,https://ed-public-download.scorecard.network/downloads/Most-Recent-Cohorts-Institution.zip,Raw snapshot retrieved at: 2026-09-15T09:14:44+00:00 Archive member: Most-Recent-Cohorts-Institution.csv Annual tuition and fees for in-state students: 8068 [source column TUITIONFEE_IN] (currency=USD; basis=annual; audience=domestic) Annual tuition and fees for out-of-state students: 24988 [source column TUITIONFEE_OUT] (currency=USD; basis=annual; audience=international),REVIEW,"review; exact external evidence; pipeline confidence=0.65; validation=SOURCE_EXCERPT_ONLY, MISSING_TUITION_ACADEMIC_CYCLE, MISSING_TUITION_FEE_PERIOD",,,,,
QA-0184,Brigham Young University-Hawaii,Brigham Young University-Hawaii Engineering,United States,Bachelor,tuition,Raw snapshot retrieved at: 2026-09-15T09:12:46+00:00 Archive member: Most-Recent-Cohorts-Institution.csv Annual tuition and fees for in-state students: 5890 [source column TUITIONFEE_IN] (currency=USD; basis=annual; audience=domestic) Annual tuition and fees for out-of-state students: 5890 [source column TUITIONFEE_OUT] (currency=USD; basis=annual; audience=international),programme,College Scorecard,https://ed-public-download.scorecard.network/downloads/Most-Recent-Cohorts-Institution.zip,Raw snapshot retrieved at: 2026-09-15T09:12:46+00:00 Archive member: Most-Recent-Cohorts-Institution.csv Annual tuition and fees for in-state students: 5890 [source column TUITIONFEE_IN] (currency=USD; basis=annual; audience=domestic) Annual tuition and fees for out-of-state students: 5890 [source column TUITIONFEE_OUT] (currency=USD; basis=annual; audience=international),REVIEW,"review; exact external evidence; pipeline confidence=0.65; validation=SOURCE_EXCERPT_ONLY, MISSING_TUITION_ACADEMIC_CYCLE, MISSING_TUITION_FEE_PERIOD",,,,,
QA-0185,California State University-Northridge,California State University-Northridge Computer Science,United States,Master,tuition,"USD 18,897 / annual (credential=institution; audience=international)",institution,College Scorecard,https://ed-public-download.scorecard.network/downloads/Most-Recent-Cohorts-Institution.zip,r: Most-Recent-Cohorts-Institution.csv Annual tuition and fees for in-state students: 7017 [source column TUITIONFEE_IN] (currency=USD; basis=annual; audience=domestic) Annual tuition and fees for out-of-state students: 18897 [source column TUITIONFEE_OUT] (currency=USD; basis=annual; audience=international),REVIEW,"review; exact external evidence; pipeline confidence=0.90; validation=MISSING_TUITION_ACADEMIC_CYCLE, EVIDENCE_NOT_IN_SNAPSHOT; institution-scoped evidence shown in programme context",,,,,
QA-0186,California State University-Northridge,California State University-Northridge Computer Science,United States,Master,tuition,"USD 7,017 / annual (credential=in-state students; audience=domestic)",institution,College Scorecard,https://ed-public-download.scorecard.network/downloads/Most-Recent-Cohorts-Institution.zip,Annual tuition and fees for in-state students: 7017 [source column TUITIONFEE_IN] (currency=USD; basis=annual; audience=domestic),ACCEPTED,accepted; exact external evidence; pipeline confidence=0.90; institution-scoped evidence shown in programme context,,,,,
QA-0187,California State University-Northridge,California State University-Northridge Computer Science,United States,Master,tuition,"USD 18,897 / annual (credential=out-of-state students; audience=international)",institution,College Scorecard,https://ed-public-download.scorecard.network/downloads/Most-Recent-Cohorts-Institution.zip,Annual tuition and fees for out-of-state students: 18897 [source column TUITIONFEE_OUT] (currency=USD; basis=annual; audience=international),ACCEPTED,accepted; exact external evidence; pipeline confidence=0.90; institution-scoped evidence shown in programme context,,,,,
QA-0188,Carnegie Mellon University,Carnegie Mellon Machine Learning (alternate),United States,Bachelor,tuition,Raw snapshot retrieved at: 2026-09-15T08:09:56+00:00 Archive member: Most-Recent-Cohorts-Institution.csv Annual tuition and fees for in-state students: 58810 [source column TUITIONFEE_IN] (currency=USD; basis=annual; audience=domestic) Annual tuition and fees for out-of-state students: 58810 [source column TUITIONFEE_OUT] (currency=USD; basis=annual; audience=international),programme,College Scorecard,https://ed-public-download.scorecard.network/downloads/Most-Recent-Cohorts-Institution.zip,Raw snapshot retrieved at: 2026-09-15T08:09:56+00:00 Archive member: Most-Recent-Cohorts-Institution.csv Annual tuition and fees for in-state students: 58810 [source column TUITIONFEE_IN] (currency=USD; basis=annual; audience=domestic) Annual tuition and fees for out-of-state students: 58810 [source column TUITIONFEE_OUT] (currency=USD; basis=annual; audience=international),REVIEW,"review; exact external evidence; pipeline confidence=0.65; validation=SOURCE_EXCERPT_ONLY, MISSING_TUITION_ACADEMIC_CYCLE, MISSING_TUITION_FEE_PERIOD",,,,,
QA-0189,Columbia University in the City of New York,Columbia Computer Science,United States,Master,tuition,Raw snapshot retrieved at: 2026-09-15T08:09:03+00:00 Archive member: Most-Recent-Cohorts-Institution.csv Annual tuition and fees for in-state students: 61671 [source column TUITIONFEE_IN] (currency=USD; basis=annual; audience=domestic) Annual tuition and fees for out-of-state students: 61671 [source column TUITIONFEE_OUT] (currency=USD; basis=annual; audience=international),programme,College Scorecard,https://ed-public-download.scorecard.network/downloads/Most-Recent-Cohorts-Institution.zip,Raw snapshot retrieved at: 2026-09-15T08:09:03+00:00 Archive member: Most-Recent-Cohorts-Institution.csv Annual tuition and fees for in-state students: 61671 [source column TUITIONFEE_IN] (currency=USD; basis=annual; audience=domestic) Annual tuition and fees for out-of-state students: 61671 [source column TUITIONFEE_OUT] (currency=USD; basis=annual; audience=international),REVIEW,"review; exact external evidence; pipeline confidence=0.65; validation=SOURCE_EXCERPT_ONLY, MISSING_TUITION_ACADEMIC_CYCLE, MISSING_TUITION_FEE_PERIOD",,,,,
QA-0190,Columbia University in the City of New York,Columbia Computer Science (alternate),United States,Bachelor,tuition,Raw snapshot retrieved at: 2026-09-15T08:09:03+00:00 Archive member: Most-Recent-Cohorts-Institution.csv Annual tuition and fees for in-state students: 61671 [source column TUITIONFEE_IN] (currency=USD; basis=annual; audience=domestic) Annual tuition and fees for out-of-state students: 61671 [source column TUITIONFEE_OUT] (currency=USD; basis=annual; audience=international),programme,College Scorecard,https://ed-public-download.scorecard.network/downloads/Most-Recent-Cohorts-Institution.zip,Raw snapshot retrieved at: 2026-09-15T08:09:03+00:00 Archive member: Most-Recent-Cohorts-Institution.csv Annual tuition and fees for in-state students: 61671 [source column TUITIONFEE_IN] (currency=USD; basis=annual; audience=domestic) Annual tuition and fees for out-of-state students: 61671 [source column TUITIONFEE_OUT] (currency=USD; basis=annual; audience=international),REVIEW,"review; exact external evidence; pipeline confidence=0.65; validation=SOURCE_EXCERPT_ONLY, MISSING_TUITION_ACADEMIC_CYCLE, MISSING_TUITION_FEE_PERIOD",,,,,
QA-0191,Harvard University,Harvard Computer Science,United States,Master,tuition,"USD 54,002 / annual (credential=in-state students; audience=domestic)",institution,College Scorecard,https://ed-public-download.scorecard.network/downloads/Most-Recent-Cohorts-Institution.zip,Annual tuition and fees for in-state students: 54002 [source column TUITIONFEE_IN] (currency=USD; basis=annual; audience=domestic),ACCEPTED,accepted; exact external evidence; pipeline confidence=0.90; institution-scoped evidence shown in programme context,,,,,
QA-0192,Harvard University,Harvard Computer Science,United States,Master,tuition,"USD 54,002 / annual (credential=out-of-state students; audience=international)",institution,College Scorecard,https://ed-public-download.scorecard.network/downloads/Most-Recent-Cohorts-Institution.zip,Annual tuition and fees for out-of-state students: 54002 [source column TUITIONFEE_OUT] (currency=USD; basis=annual; audience=international),ACCEPTED,accepted; exact external evidence; pipeline confidence=0.90; institution-scoped evidence shown in programme context,,,,,
QA-0193,Howard University,Howard University Computer Science,United States,Master,tuition,Raw snapshot retrieved at: 2026-09-15T08:48:01+00:00 Archive member: Most-Recent-Cohorts-Institution.csv Annual tuition and fees for in-state students: 28440 [source column TUITIONFEE_IN] (currency=USD; basis=annual; audience=domestic) Annual tuition and fees for out-of-state students: 28440 [source column TUITIONFEE_OUT] (currency=USD; basis=annual; audience=international),programme,College Scorecard,https://ed-public-download.scorecard.network/downloads/Most-Recent-Cohorts-Institution.zip,Raw snapshot retrieved at: 2026-09-15T08:48:01+00:00 Archive member: Most-Recent-Cohorts-Institution.csv Annual tuition and fees for in-state students: 28440 [source column TUITIONFEE_IN] (currency=USD; basis=annual; audience=domestic) Annual tuition and fees for out-of-state students: 28440 [source column TUITIONFEE_OUT] (currency=USD; basis=annual; audience=international),REVIEW,"review; exact external evidence; pipeline confidence=0.65; validation=SOURCE_EXCERPT_ONLY, MISSING_TUITION_ACADEMIC_CYCLE, MISSING_TUITION_FEE_PERIOD",,,,,
QA-0194,Indiana University-Bloomington,Indiana University-Bloomington Engineering,United States,Bachelor,tuition,Raw snapshot retrieved at: 2026-09-15T09:16:25+00:00 Archive member: Most-Recent-Cohorts-Institution.csv Annual tuition and fees for in-state students: 11221 [source column TUITIONFEE_IN] (currency=USD; basis=annual; audience=domestic) Annual tuition and fees for out-of-state students: 37600 [source column TUITIONFEE_OUT] (currency=USD; basis=annual; audience=international),programme,College Scorecard,https://ed-public-download.scorecard.network/downloads/Most-Recent-Cohorts-Institution.zip,Raw snapshot retrieved at: 2026-09-15T09:16:25+00:00 Archive member: Most-Recent-Cohorts-Institution.csv Annual tuition and fees for in-state students: 11221 [source column TUITIONFEE_IN] (currency=USD; basis=annual; audience=domestic) Annual tuition and fees for out-of-state students: 37600 [source column TUITIONFEE_OUT] (currency=USD; basis=annual; audience=international),REVIEW,"review; exact external evidence; pipeline confidence=0.65; validation=SOURCE_EXCERPT_ONLY, MISSING_TUITION_ACADEMIC_CYCLE, MISSING_TUITION_FEE_PERIOD",,,,,
QA-0195,Liberty University,Liberty University Computer Science,United States,Master,tuition,Raw snapshot retrieved at: 2026-09-15T09:33:12+00:00 Archive member: Most-Recent-Cohorts-Institution.csv Annual tuition and fees for in-state students: 21587 [source column TUITIONFEE_IN] (currency=USD; basis=annual; audience=domestic) Annual tuition and fees for out-of-state students: 21587 [source column TUITIONFEE_OUT] (currency=USD; basis=annual; audience=international),programme,College Scorecard,https://ed-public-download.scorecard.network/downloads/Most-Recent-Cohorts-Institution.zip,Raw snapshot retrieved at: 2026-09-15T09:33:12+00:00 Archive member: Most-Recent-Cohorts-Institution.csv Annual tuition and fees for in-state students: 21587 [source column TUITIONFEE_IN] (currency=USD; basis=annual; audience=domestic) Annual tuition and fees for out-of-state students: 21587 [source column TUITIONFEE_OUT] (currency=USD; basis=annual; audience=international),REVIEW,"review; exact external evidence; pipeline confidence=0.65; validation=SOURCE_EXCERPT_ONLY, MISSING_TUITION_ACADEMIC_CYCLE, MISSING_TUITION_FEE_PERIOD",,,,,
QA-0196,Massachusetts Institute of Technology,MIT Computer Science (alternate),United States,Bachelor,tuition,Raw snapshot retrieved at: 2026-09-15T08:06:12+00:00 Archive member: Most-Recent-Cohorts-Institution.csv Annual tuition and fees for in-state students: 53450 [source column TUITIONFEE_IN] (currency=USD; basis=annual; audience=domestic) Annual tuition and fees for out-of-state students: 53450 [source column TUITIONFEE_OUT] (currency=USD; basis=annual; audience=international),programme,College Scorecard,https://ed-public-download.scorecard.network/downloads/Most-Recent-Cohorts-Institution.zip,Raw snapshot retrieved at: 2026-09-15T08:06:12+00:00 Archive member: Most-Recent-Cohorts-Institution.csv Annual tuition and fees for in-state students: 53450 [source column TUITIONFEE_IN] (currency=USD; basis=annual; audience=domestic) Annual tuition and fees for out-of-state students: 53450 [source column TUITIONFEE_OUT] (currency=USD; basis=annual; audience=international),REVIEW,"review; exact external evidence; pipeline confidence=0.65; validation=SOURCE_EXCERPT_ONLY, MISSING_TUITION_ACADEMIC_CYCLE, MISSING_TUITION_FEE_PERIOD",,,,,
QA-0197,Pacific Islands University,Pacific Islands University Computer Science,United States,Master,tuition,Raw snapshot retrieved at: 2026-09-15T09:05:19+00:00 Archive member: Most-Recent-Cohorts-Institution.csv Annual tuition and fees for in-state students: 6110 [source column TUITIONFEE_IN] (currency=USD; basis=annual; audience=domestic) Annual tuition and fees for out-of-state students: 6110 [source column TUITIONFEE_OUT] (currency=USD; basis=annual; audience=international),programme,College Scorecard,https://ed-public-download.scorecard.network/downloads/Most-Recent-Cohorts-Institution.zip,Raw snapshot retrieved at: 2026-09-15T09:05:19+00:00 Archive member: Most-Recent-Cohorts-Institution.csv Annual tuition and fees for in-state students: 6110 [source column TUITIONFEE_IN] (currency=USD; basis=annual; audience=domestic) Annual tuition and fees for out-of-state students: 6110 [source column TUITIONFEE_OUT] (currency=USD; basis=annual; audience=international),REVIEW,"review; exact external evidence; pipeline confidence=0.65; validation=SOURCE_EXCERPT_ONLY, MISSING_TUITION_ACADEMIC_CYCLE, MISSING_TUITION_FEE_PERIOD",,,,,
QA-0198,Purdue University-Main Campus,Purdue Engineering,United States,Bachelor,tuition,Raw snapshot retrieved at: 2026-09-15T08:11:01+00:00 Archive member: Most-Recent-Cohorts-Institution.csv Annual tuition and fees for in-state students: 9992 [source column TUITIONFEE_IN] (currency=USD; basis=annual; audience=domestic) Annual tuition and fees for out-of-state students: 28794 [source column TUITIONFEE_OUT] (currency=USD; basis=annual; audience=international),programme,College Scorecard,https://ed-public-download.scorecard.network/downloads/Most-Recent-Cohorts-Institution.zip,Raw snapshot retrieved at: 2026-09-15T08:11:01+00:00 Archive member: Most-Recent-Cohorts-Institution.csv Annual tuition and fees for in-state students: 9992 [source column TUITIONFEE_IN] (currency=USD; basis=annual; audience=domestic) Annual tuition and fees for out-of-state students: 28794 [source column TUITIONFEE_OUT] (currency=USD; basis=annual; audience=international),REVIEW,"review; exact external evidence; pipeline confidence=0.65; validation=SOURCE_EXCERPT_ONLY, MISSING_TUITION_ACADEMIC_CYCLE, MISSING_TUITION_FEE_PERIOD",,,,,
QA-0199,Purdue University-Main Campus,Purdue Engineering (alternate),United States,Master,tuition,Raw snapshot retrieved at: 2026-09-15T08:11:01+00:00 Archive member: Most-Recent-Cohorts-Institution.csv Annual tuition and fees for in-state students: 9992 [source column TUITIONFEE_IN] (currency=USD; basis=annual; audience=domestic) Annual tuition and fees for out-of-state students: 28794 [source column TUITIONFEE_OUT] (currency=USD; basis=annual; audience=international),programme,College Scorecard,https://ed-public-download.scorecard.network/downloads/Most-Recent-Cohorts-Institution.zip,Raw snapshot retrieved at: 2026-09-15T08:11:01+00:00 Archive member: Most-Recent-Cohorts-Institution.csv Annual tuition and fees for in-state students: 9992 [source column TUITIONFEE_IN] (currency=USD; basis=annual; audience=domestic) Annual tuition and fees for out-of-state students: 28794 [source column TUITIONFEE_OUT] (currency=USD; basis=annual; audience=international),REVIEW,"review; exact external evidence; pipeline confidence=0.65; validation=SOURCE_EXCERPT_ONLY, MISSING_TUITION_ACADEMIC_CYCLE, MISSING_TUITION_FEE_PERIOD",,,,,
QA-0200,University of California-Berkeley,Berkeley Data Science,United States,Master,tuition,Raw snapshot retrieved at: 2026-09-15T08:07:37+00:00 Archive member: Most-Recent-Cohorts-Institution.csv Annual tuition and fees for in-state students: 14312 [source column TUITIONFEE_IN] (currency=USD; basis=annual; audience=domestic) Annual tuition and fees for out-of-state students: 44066 [source column TUITIONFEE_OUT] (currency=USD; basis=annual; audience=international),programme,College Scorecard,https://ed-public-download.scorecard.network/downloads/Most-Recent-Cohorts-Institution.zip,Raw snapshot retrieved at: 2026-09-15T08:07:37+00:00 Archive member: Most-Recent-Cohorts-Institution.csv Annual tuition and fees for in-state students: 14312 [source column TUITIONFEE_IN] (currency=USD; basis=annual; audience=domestic) Annual tuition and fees for out-of-state students: 44066 [source column TUITIONFEE_OUT] (currency=USD; basis=annual; audience=international),REVIEW,"review; exact external evidence; pipeline confidence=0.65; validation=SOURCE_EXCERPT_ONLY, MISSING_TUITION_ACADEMIC_CYCLE, MISSING_TUITION_FEE_PERIOD",,,,,
