programme_id,institution_id,programme_name,field_name,final_value,resolution_status,resolution_level,field_scope,donor_entity_ids,donor_entities,donor_scope,provider,source_url,raw_document_ids,compatibility,cycle_compatibility,applicability_compatibility,uncertainty,uncertainty_category,support_count,donor_assertion_ids,reason
00164ee0-24b0-5e69-8c8b-979d08113044,oxford-uk-canary,Mathematics and Computer Science,career_outcomes,"{""data_period"": ""2021-23"", ""measure"": ""meaningfulness"", ""outcome_period"": ""15 months after graduation"", ""percentage"": 90, ""source"": ""Graduate Outcomes survey"", ""statement"": ""My current work is meaningful.""}",HIERARCHICAL_ADVISORY,H3,programme,45d0488c-fd77-5761-bf4b-e68dc9328b6f,45d0488c-fd77-5761-bf4b-e68dc9328b6f,programme,discover_uni_hesa,https://discoveruni.gov.uk/course-details/10007774/G400/Full-time/,0c4dd25b-38b4-4b8d-8afd-2a1be734aafb,HIERARCHICAL_DONOR_SELECTED,<generator object build_audit_rows.<locals>.<genexpr> at 0x000002323C51FED0>,<generator object build_audit_rows.<locals>.<genexpr> at 0x000002323C51FED0>,0.3403,MEDIUM,1,1a22cfd9-e4de-5326-a705-cca098a00ed1,HIERARCHICAL_DONOR_SELECTED
00164ee0-24b0-5e69-8c8b-979d08113044,oxford-uk-canary,Mathematics and Computer Science,employment_outcomes,"{""audience"": null, ""data_period"": ""2021-23"", ""occupation"": ""Information Technology Professionals"", ""outcome_period"": ""15 months after the course"", ""percentage"": 85, ""source"": ""Graduate Outcomes survey""}",HIERARCHICAL_ADVISORY,H3,programme,45d0488c-fd77-5761-bf4b-e68dc9328b6f,45d0488c-fd77-5761-bf4b-e68dc9328b6f,programme,discover_uni_hesa,https://discoveruni.gov.uk/course-details/10007774/G400/Full-time/,0c4dd25b-38b4-4b8d-8afd-2a1be734aafb,HIERARCHICAL_DONOR_SELECTED,<generator object build_audit_rows.<locals>.<genexpr> at 0x000002323C51FED0>,<generator object build_audit_rows.<locals>.<genexpr> at 0x000002323C51FED0>,0.3403,MEDIUM,1,60e3aa8b-9651-5ef1-a9f9-92a36818e9f6,HIERARCHICAL_DONOR_SELECTED
00164ee0-24b0-5e69-8c8b-979d08113044,oxford-uk-canary,Mathematics and Computer Science,intakes,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
00164ee0-24b0-5e69-8c8b-979d08113044,oxford-uk-canary,Mathematics and Computer Science,final_deadline,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
00164ee0-24b0-5e69-8c8b-979d08113044,oxford-uk-canary,Mathematics and Computer Science,rolling_admission,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
00164ee0-24b0-5e69-8c8b-979d08113044,oxford-uk-canary,Mathematics and Computer Science,minimum_degree,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
00164ee0-24b0-5e69-8c8b-979d08113044,oxford-uk-canary,Mathematics and Computer Science,subject_prerequisites,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
00164ee0-24b0-5e69-8c8b-979d08113044,oxford-uk-canary,Mathematics and Computer Science,required_documents,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
00164ee0-24b0-5e69-8c8b-979d08113044,oxford-uk-canary,Mathematics and Computer Science,standardized_tests,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
00164ee0-24b0-5e69-8c8b-979d08113044,oxford-uk-canary,Mathematics and Computer Science,work_experience,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
00164ee0-24b0-5e69-8c8b-979d08113044,oxford-uk-canary,Mathematics and Computer Science,ielts_overall,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
00164ee0-24b0-5e69-8c8b-979d08113044,oxford-uk-canary,Mathematics and Computer Science,ielts_subscores,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
00164ee0-24b0-5e69-8c8b-979d08113044,oxford-uk-canary,Mathematics and Computer Science,toefl,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
00164ee0-24b0-5e69-8c8b-979d08113044,oxford-uk-canary,Mathematics and Computer Science,duolingo,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
00164ee0-24b0-5e69-8c8b-979d08113044,oxford-uk-canary,Mathematics and Computer Science,application_fee,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
00164ee0-24b0-5e69-8c8b-979d08113044,oxford-uk-canary,Mathematics and Computer Science,priority_deadline,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
00164ee0-24b0-5e69-8c8b-979d08113044,oxford-uk-canary,Mathematics and Computer Science,international_deadline,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
00164ee0-24b0-5e69-8c8b-979d08113044,oxford-uk-canary,Mathematics and Computer Science,funding_deadline,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
00164ee0-24b0-5e69-8c8b-979d08113044,oxford-uk-canary,Mathematics and Computer Science,minimum_gpa,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
00164ee0-24b0-5e69-8c8b-979d08113044,oxford-uk-canary,Mathematics and Computer Science,gpa_scale,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
00164ee0-24b0-5e69-8c8b-979d08113044,oxford-uk-canary,Mathematics and Computer Science,recommendation_letters,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
00164ee0-24b0-5e69-8c8b-979d08113044,oxford-uk-canary,Mathematics and Computer Science,sop_essay_requirements,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
00164ee0-24b0-5e69-8c8b-979d08113044,oxford-uk-canary,Mathematics and Computer Science,portfolio,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
00164ee0-24b0-5e69-8c8b-979d08113044,oxford-uk-canary,Mathematics and Computer Science,scholarships,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
00164ee0-24b0-5e69-8c8b-979d08113044,oxford-uk-canary,Mathematics and Computer Science,funding,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
00164ee0-24b0-5e69-8c8b-979d08113044,oxford-uk-canary,Mathematics and Computer Science,funding_amount,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
00164ee0-24b0-5e69-8c8b-979d08113044,oxford-uk-canary,Mathematics and Computer Science,funding_eligibility,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
00164ee0-24b0-5e69-8c8b-979d08113044,oxford-uk-canary,Mathematics and Computer Science,application_url,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
030cb98c-43d9-5905-bb2e-cbfd4a298e66,duo-nl-stage1-005,Philosophy of a Specific Discipline,programme_identity,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
030cb98c-43d9-5905-bb2e-cbfd4a298e66,duo-nl-stage1-005,Philosophy of a Specific Discipline,credential,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
030cb98c-43d9-5905-bb2e-cbfd4a298e66,duo-nl-stage1-005,Philosophy of a Specific Discipline,programme_status,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
030cb98c-43d9-5905-bb2e-cbfd4a298e66,duo-nl-stage1-005,Philosophy of a Specific Discipline,academic_cycle,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
030cb98c-43d9-5905-bb2e-cbfd4a298e66,duo-nl-stage1-005,Philosophy of a Specific Discipline,tuition,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
030cb98c-43d9-5905-bb2e-cbfd4a298e66,duo-nl-stage1-005,Philosophy of a Specific Discipline,additional_fees,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
030cb98c-43d9-5905-bb2e-cbfd4a298e66,duo-nl-stage1-005,Philosophy of a Specific Discipline,duration,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
030cb98c-43d9-5905-bb2e-cbfd4a298e66,duo-nl-stage1-005,Philosophy of a Specific Discipline,location,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
030cb98c-43d9-5905-bb2e-cbfd4a298e66,duo-nl-stage1-005,Philosophy of a Specific Discipline,delivery_mode,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
030cb98c-43d9-5905-bb2e-cbfd4a298e66,duo-nl-stage1-005,Philosophy of a Specific Discipline,programme_language,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
030cb98c-43d9-5905-bb2e-cbfd4a298e66,duo-nl-stage1-005,Philosophy of a Specific Discipline,career_outcomes,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
030cb98c-43d9-5905-bb2e-cbfd4a298e66,duo-nl-stage1-005,Philosophy of a Specific Discipline,employment_outcomes,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
030cb98c-43d9-5905-bb2e-cbfd4a298e66,duo-nl-stage1-005,Philosophy of a Specific Discipline,intakes,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
030cb98c-43d9-5905-bb2e-cbfd4a298e66,duo-nl-stage1-005,Philosophy of a Specific Discipline,final_deadline,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
030cb98c-43d9-5905-bb2e-cbfd4a298e66,duo-nl-stage1-005,Philosophy of a Specific Discipline,rolling_admission,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
030cb98c-43d9-5905-bb2e-cbfd4a298e66,duo-nl-stage1-005,Philosophy of a Specific Discipline,minimum_degree,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
030cb98c-43d9-5905-bb2e-cbfd4a298e66,duo-nl-stage1-005,Philosophy of a Specific Discipline,subject_prerequisites,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
030cb98c-43d9-5905-bb2e-cbfd4a298e66,duo-nl-stage1-005,Philosophy of a Specific Discipline,required_documents,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
030cb98c-43d9-5905-bb2e-cbfd4a298e66,duo-nl-stage1-005,Philosophy of a Specific Discipline,standardized_tests,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
030cb98c-43d9-5905-bb2e-cbfd4a298e66,duo-nl-stage1-005,Philosophy of a Specific Discipline,work_experience,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
030cb98c-43d9-5905-bb2e-cbfd4a298e66,duo-nl-stage1-005,Philosophy of a Specific Discipline,ielts_overall,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
030cb98c-43d9-5905-bb2e-cbfd4a298e66,duo-nl-stage1-005,Philosophy of a Specific Discipline,ielts_subscores,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
030cb98c-43d9-5905-bb2e-cbfd4a298e66,duo-nl-stage1-005,Philosophy of a Specific Discipline,toefl,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
030cb98c-43d9-5905-bb2e-cbfd4a298e66,duo-nl-stage1-005,Philosophy of a Specific Discipline,duolingo,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
030cb98c-43d9-5905-bb2e-cbfd4a298e66,duo-nl-stage1-005,Philosophy of a Specific Discipline,application_fee,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
030cb98c-43d9-5905-bb2e-cbfd4a298e66,duo-nl-stage1-005,Philosophy of a Specific Discipline,priority_deadline,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
030cb98c-43d9-5905-bb2e-cbfd4a298e66,duo-nl-stage1-005,Philosophy of a Specific Discipline,international_deadline,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
030cb98c-43d9-5905-bb2e-cbfd4a298e66,duo-nl-stage1-005,Philosophy of a Specific Discipline,funding_deadline,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
030cb98c-43d9-5905-bb2e-cbfd4a298e66,duo-nl-stage1-005,Philosophy of a Specific Discipline,minimum_gpa,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
030cb98c-43d9-5905-bb2e-cbfd4a298e66,duo-nl-stage1-005,Philosophy of a Specific Discipline,gpa_scale,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
030cb98c-43d9-5905-bb2e-cbfd4a298e66,duo-nl-stage1-005,Philosophy of a Specific Discipline,recommendation_letters,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
030cb98c-43d9-5905-bb2e-cbfd4a298e66,duo-nl-stage1-005,Philosophy of a Specific Discipline,sop_essay_requirements,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
030cb98c-43d9-5905-bb2e-cbfd4a298e66,duo-nl-stage1-005,Philosophy of a Specific Discipline,portfolio,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
030cb98c-43d9-5905-bb2e-cbfd4a298e66,duo-nl-stage1-005,Philosophy of a Specific Discipline,scholarships,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
030cb98c-43d9-5905-bb2e-cbfd4a298e66,duo-nl-stage1-005,Philosophy of a Specific Discipline,funding,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
030cb98c-43d9-5905-bb2e-cbfd4a298e66,duo-nl-stage1-005,Philosophy of a Specific Discipline,funding_amount,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
030cb98c-43d9-5905-bb2e-cbfd4a298e66,duo-nl-stage1-005,Philosophy of a Specific Discipline,funding_eligibility,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
030cb98c-43d9-5905-bb2e-cbfd4a298e66,duo-nl-stage1-005,Philosophy of a Specific Discipline,application_url,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
04bc0f72-add9-5031-9f73-893f3015f64e,onisep-fr-stage1-007,BUT techniques de commercialisation parcours business développement et management de la relation client,programme_identity,BUT techniques de commercialisation parcours business développement et management de la relation client,DIRECT_ACCEPTED,H0,programme,04bc0f72-add9-5031-9f73-893f3015f64e,target programme,programme,onisep_higher_ed,https://api.opendata.onisep.fr/downloads/605344579a7d7/605344579a7d7.csv,5e45a1b3-f025-4129-b74c-a793cec41577,exact target programme assertion,MATCH,EXPLICIT,0,DIRECT,1,4b39e135-5bbb-5b82-8cd7-616da7ab74ac,DIRECT_TARGET_AVAILABLE
04bc0f72-add9-5031-9f73-893f3015f64e,onisep-fr-stage1-007,BUT techniques de commercialisation parcours business développement et management de la relation client,credential,bachelor universitaire de technologie,DIRECT_ACCEPTED,H0,programme,04bc0f72-add9-5031-9f73-893f3015f64e,target programme,programme,onisep_higher_ed,https://api.opendata.onisep.fr/downloads/605344579a7d7/605344579a7d7.csv,5e45a1b3-f025-4129-b74c-a793cec41577,exact target programme assertion,MATCH,EXPLICIT,0,DIRECT,1,441ea31d-5c63-5de6-9072-a1ebe8df5a49,DIRECT_TARGET_AVAILABLE
04bc0f72-add9-5031-9f73-893f3015f64e,onisep-fr-stage1-007,BUT techniques de commercialisation parcours business développement et management de la relation client,programme_status,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
04bc0f72-add9-5031-9f73-893f3015f64e,onisep-fr-stage1-007,BUT techniques de commercialisation parcours business développement et management de la relation client,academic_cycle,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
04bc0f72-add9-5031-9f73-893f3015f64e,onisep-fr-stage1-007,BUT techniques de commercialisation parcours business développement et management de la relation client,tuition,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
04bc0f72-add9-5031-9f73-893f3015f64e,onisep-fr-stage1-007,BUT techniques de commercialisation parcours business développement et management de la relation client,additional_fees,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
04bc0f72-add9-5031-9f73-893f3015f64e,onisep-fr-stage1-007,BUT techniques de commercialisation parcours business développement et management de la relation client,duration,3 ans,DIRECT_ACCEPTED,H0,programme,04bc0f72-add9-5031-9f73-893f3015f64e,target programme,programme,onisep_higher_ed,https://api.opendata.onisep.fr/downloads/605344579a7d7/605344579a7d7.csv,5e45a1b3-f025-4129-b74c-a793cec41577,exact target programme assertion,MATCH,EXPLICIT,0,DIRECT,1,metadata-04bc0f72-add9-5031-9f73-893f3015f64e-duration,DIRECT_TARGET_AVAILABLE
04bc0f72-add9-5031-9f73-893f3015f64e,onisep-fr-stage1-007,BUT techniques de commercialisation parcours business développement et management de la relation client,location,Laon,DIRECT_ACCEPTED,H0,programme,04bc0f72-add9-5031-9f73-893f3015f64e,target programme,programme,onisep_higher_ed,https://api.opendata.onisep.fr/downloads/605344579a7d7/605344579a7d7.csv,5e45a1b3-f025-4129-b74c-a793cec41577,exact target programme assertion,MATCH,EXPLICIT,0,DIRECT,1,metadata-04bc0f72-add9-5031-9f73-893f3015f64e-location,DIRECT_TARGET_AVAILABLE
04bc0f72-add9-5031-9f73-893f3015f64e,onisep-fr-stage1-007,BUT techniques de commercialisation parcours business développement et management de la relation client,delivery_mode,"temps plein, cours en présentiel",DIRECT_ACCEPTED,H0,programme,04bc0f72-add9-5031-9f73-893f3015f64e,target programme,programme,onisep_higher_ed,https://api.opendata.onisep.fr/downloads/605344579a7d7/605344579a7d7.csv,5e45a1b3-f025-4129-b74c-a793cec41577,exact target programme assertion,MATCH,EXPLICIT,0,DIRECT,1,metadata-04bc0f72-add9-5031-9f73-893f3015f64e-delivery_mode,DIRECT_TARGET_AVAILABLE
04bc0f72-add9-5031-9f73-893f3015f64e,onisep-fr-stage1-007,BUT techniques de commercialisation parcours business développement et management de la relation client,programme_language,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
04bc0f72-add9-5031-9f73-893f3015f64e,onisep-fr-stage1-007,BUT techniques de commercialisation parcours business développement et management de la relation client,career_outcomes,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
04bc0f72-add9-5031-9f73-893f3015f64e,onisep-fr-stage1-007,BUT techniques de commercialisation parcours business développement et management de la relation client,employment_outcomes,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
04bc0f72-add9-5031-9f73-893f3015f64e,onisep-fr-stage1-007,BUT techniques de commercialisation parcours business développement et management de la relation client,intakes,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
04bc0f72-add9-5031-9f73-893f3015f64e,onisep-fr-stage1-007,BUT techniques de commercialisation parcours business développement et management de la relation client,final_deadline,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
04bc0f72-add9-5031-9f73-893f3015f64e,onisep-fr-stage1-007,BUT techniques de commercialisation parcours business développement et management de la relation client,rolling_admission,,MISSING,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
04bc0f72-add9-5031-9f73-893f3015f64e,onisep-fr-stage1-007,BUT techniques de commercialisation parcours business développement et management de la relation client,minimum_degree,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
04bc0f72-add9-5031-9f73-893f3015f64e,onisep-fr-stage1-007,BUT techniques de commercialisation parcours business développement et management de la relation client,subject_prerequisites,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
04bc0f72-add9-5031-9f73-893f3015f64e,onisep-fr-stage1-007,BUT techniques de commercialisation parcours business développement et management de la relation client,required_documents,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
04bc0f72-add9-5031-9f73-893f3015f64e,onisep-fr-stage1-007,BUT techniques de commercialisation parcours business développement et management de la relation client,standardized_tests,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
04bc0f72-add9-5031-9f73-893f3015f64e,onisep-fr-stage1-007,BUT techniques de commercialisation parcours business développement et management de la relation client,work_experience,,ABSTAINED,,programme,,,programme,,,,NO_COMPATIBLE_DONOR,,,,,,,NO_COMPATIBLE_DONOR
