institution_name,programme_name,country,degree_level,discipline,institution_id,programme_id,programme_identity,credential,duration,location,delivery_mode,programme_language,programme_status,academic_cycle,tuition,tuition_scope,additional_fees,additional_fees_scope,mandatory_fees,application_fee,scholarship,scholarship_amount,funding,funding_amount,funding_eligibility,funding_deadline,ielts_overall,ielts_subscores,toefl,duolingo,standardized_test_requirements,intakes,final_deadline,priority_deadline,international_deadline,rolling_admission,application_url,minimum_degree,minimum_gpa,gpa_scale,subject_prerequisites,required_documents,recommendation_letters,sop_or_essay,portfolio,work_experience,career_outcomes,employment_outcomes,direct_field_count,hierarchical_added_field_count,effective_field_count,missing_field_count,effective_completion_pct,final_source_count,hierarchical_field_count
IUT Nice Côte d'Azur - Site de Cannes,BUT information-communication parcours communication des organisations,FR,bachelor,computer science,onisep-fr-stage1-027,64e762bd-c437-5b9a-bfbf-40671329cc90,BUT information-communication parcours communication des organisations,bachelor universitaire de technologie,3 ans,Cannes,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
IUT Nice Côte d'Azur - Site de Cannes,BUT information-communication parcours journalisme,FR,bachelor,computer science,onisep-fr-stage1-027,4cedbd6a-eda3-5e11-ad37-9bdcf3746650,BUT information-communication parcours journalisme,bachelor universitaire de technologie,3 ans,Cannes,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
IUT Nice Côte d'Azur - Site de Menton,BUT carrières sociales parcours animation sociale et socio-culturelle,FR,bachelor,other,onisep-fr-stage1-021,e0732994-091e-5f76-92ac-3b0830ad9969,BUT carrières sociales parcours animation sociale et socio-culturelle,bachelor universitaire de technologie,3 ans,Menton,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
IUT Nice Côte d'Azur - Site de Menton,BUT carrières sociales parcours éducation spécialisée,FR,bachelor,other,onisep-fr-stage1-021,d3eed547-9c02-5f1a-aa92-86592188de66,BUT carrières sociales parcours éducation spécialisée,bachelor universitaire de technologie,3 ans,Menton,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
IUT Nice Côte d'Azur - site de Nice,BUT gestion des entreprises et des administrations parcours gestion et pilotage des ressources humaines,FR,bachelor,business,onisep-fr-stage1-018,2bd8d0f8-2222-53ab-96c6-cdf12dfdca2d,BUT gestion des entreprises et des administrations parcours gestion et pilotage des ressources humaines,bachelor universitaire de technologie,3 ans,Nice,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
IUT Nice Côte d'Azur - site de Nice,"BUT informatique parcours réalisation d'applications : conception, développement, validation",FR,bachelor,computer science,onisep-fr-stage1-018,c544e49f-37e4-5f5e-9ffb-f89d91caafda,"BUT informatique parcours réalisation d'applications : conception, développement, validation",bachelor universitaire de technologie,3 ans,Nice,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
IUT Nice Côte d'Azur- Site de Sophia-Antipolis,BUT réseaux et télécommunications parcours cybersécurité,FR,bachelor,other,onisep-fr-stage1-020,eab1fd00-32ca-5cd9-81cb-b1cd97519540,BUT réseaux et télécommunications parcours cybersécurité,bachelor universitaire de technologie,3 ans,Valbonne,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
IUT Nice Côte d'Azur- Site de Sophia-Antipolis,BUT réseaux et télécommunications parcours internet des objets et mobilité,FR,bachelor,other,onisep-fr-stage1-020,b2e631c1-b970-54ea-be38-4a8e3378752a,BUT réseaux et télécommunications parcours internet des objets et mobilité,bachelor universitaire de technologie,3 ans,Valbonne,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
IUT d'Aix-Marseille - site de Digne-les-Bains,BUT gestion administrative et commerciale des organisations parcours management responsable de projet et entrepreneuriat,FR,bachelor,business,onisep-fr-stage1-015,b71975da-c74a-5d2d-8e60-1ffed647fcee,BUT gestion administrative et commerciale des organisations parcours management responsable de projet et entrepreneuriat,bachelor universitaire de technologie,3 ans,Digne-les-Bains,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
IUT d'Aix-Marseille - site de Digne-les-Bains,BUT génie biologique parcours sciences de l'environnement et écotechnologies,FR,bachelor,other,onisep-fr-stage1-015,c79f728c-33cc-5030-b778-40a823b3c17d,BUT génie biologique parcours sciences de l'environnement et écotechnologies,bachelor universitaire de technologie,3 ans,Digne-les-Bains,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
IUT d'Aix-Marseille - site de Gap,"BUT gestion des entreprises et des administrations parcours gestion comptable, fiscale et financière",FR,bachelor,business,onisep-fr-stage1-016,5fb6c708-c086-5214-9871-88a376d13fda,"BUT gestion des entreprises et des administrations parcours gestion comptable, fiscale et financière",bachelor universitaire de technologie,3 ans,Gap,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
IUT d'Aix-Marseille - site de Gap,BUT gestion des entreprises et des administrations parcours gestion entrepreneuriat et management d'activités,FR,bachelor,business,onisep-fr-stage1-016,0bdcd270-f39d-573a-9d65-19d757eefc98,BUT gestion des entreprises et des administrations parcours gestion entrepreneuriat et management d'activités,bachelor universitaire de technologie,3 ans,Gap,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
IUT de Charleville,BUT gestion administrative et commerciale des organisations parcours management responsable de projet et entrepreneuriat,FR,bachelor,business,onisep-fr-stage1-039,58644168-c523-558b-b4e2-52647103bbd0,BUT gestion administrative et commerciale des organisations parcours management responsable de projet et entrepreneuriat,bachelor universitaire de technologie,3 ans,Charleville-Mézières,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
IUT de Charleville,BUT techniques de commercialisation parcours business développement et management de la relation client,FR,bachelor,other,onisep-fr-stage1-039,ee721859-3e1a-5f30-bbbc-8738b875a484,BUT techniques de commercialisation parcours business développement et management de la relation client,bachelor universitaire de technologie,3 ans,Charleville-Mézières,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
Imperial College London,Mathematics and Computer Science,UK,bachelor,computer science,imperial-uk-canary,8322e08f-eb1d-50a8-bd91-33371fb57645,Mathematics and Computer Science,BEng (Hons),3 year course,South Kensington,Full time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
Imperial College London,Mathematics and Computer Science,UK,bachelor,computer science,imperial-uk-canary,c5b5eba6-707a-51a9-b64a-9385389c6bd7,Mathematics and Computer Science,BEng (Hons),3 year course,South Kensington,Full time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,33,13.16,1,5
Institut d'administration des entreprises - Campus Saint-Jean d'Angely,master mention management,FR,master,other,onisep-fr-stage1-017,067b77ac-c8fa-5719-9f3e-3cd6d2318b38,master mention management,master,2 ans,Nice,"temps plein, cours en présentiel (cours du soir possible pour le parcours recherche et conseil en management)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
Institut d'administration des entreprises - Campus Saint-Jean d'Angely,master mention management et commerce international,FR,master,business,onisep-fr-stage1-017,2936099d-411e-5963-8c62-27be8bb17202,master mention management et commerce international,master,2 ans,Nice,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
Institut national des sciences appliquees de Lyon,Bachelor en sciences et ingenierie - genie energetique et environnement,FR,bachelor,other,insa-lyon-fr-canary,9abbec1d-5f50-59ea-9532-f3ed9e3aff10,,,3 ans,Villeurbanne,"temps plein, cours en présentiel (1re année)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,35,7.89,1,0
Institut national des sciences appliquees de Lyon,Master mention IA - intelligence artificielle,FR,master,computer science,insa-lyon-fr-canary,e9ed732d-69bc-5121-918a-1da325af79ef,master mention IA - intelligence artificielle,master,2 ans,Villeurbanne,"temps plein, cours en présentiel",,,,EUR 10000 / year,programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,6,32,15.79,1,0
Institut national supérieur du professorat et de l'éducation - antenne de Laon,licence mention professorat des écoles,FR,bachelor,other,onisep-fr-stage1-005,81849649-f1a0-5dba-9010-16cfb9609bf3,licence mention professorat des écoles,licence,3 ans,Laon,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
Institut national supérieur du professorat et de l'éducation - antenne de Laon,master mention enseignement et éducation - professorat des écoles,FR,master,other,onisep-fr-stage1-005,6fb2e41e-4389-5d23-936f-113aef58afc1,master mention enseignement et éducation - professorat des écoles,master,2 ans,Laon,"temps plein, cours en présentiel (dispositif contractuel alternant -DCA-)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
Institut national supérieur du professorat et de l'éducation - site de Charleville-Mézières,licence mention professorat des écoles,FR,bachelor,other,onisep-fr-stage1-038,36d5084e-2c73-5fb5-b94e-abfed22c61eb,licence mention professorat des écoles,licence,3 ans,Charleville-Mézières,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
Institut national supérieur du professorat et de l'éducation - site de Charleville-Mézières,master mention enseignement et éducation - professorat des écoles,FR,master,other,onisep-fr-stage1-038,b40d6dfd-98cd-50c3-94e3-cdc6c928c532,master mention enseignement et éducation - professorat des écoles,master,2 ans,Charleville-Mézières,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
Institut national supérieur du professorat et de l'éducation - site de Digne-les-Bains,licence mention professorat des écoles,FR,bachelor,other,onisep-fr-stage1-014,d6cc8d77-c34f-5b12-a8d0-ab09479fe460,licence mention professorat des écoles,licence,3 ans,Digne-les-Bains,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
Institut national supérieur du professorat et de l'éducation - site de Digne-les-Bains,master mention enseignement et éducation - professorat des écoles,FR,master,other,onisep-fr-stage1-014,b24a96cd-0e71-58de-91fe-fd509593425f,master mention enseignement et éducation - professorat des écoles,master,2 ans,Digne-les-Bains,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
Institut national supérieur du professorat et de l'éducation - site de l'Ain,licence mention professorat des écoles,FR,bachelor,other,onisep-fr-stage1-001,26771848-8ad9-59b3-9f88-86811be85572,licence mention professorat des écoles,licence,3 ans,Bourg-en-Bresse,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
Institut national supérieur du professorat et de l'éducation - site de l'Ain,master mention enseignement et éducation - professorat des écoles,FR,master,other,onisep-fr-stage1-001,f851cbdf-cdd3-513d-9f6f-3a5ed1dda854,master mention enseignement et éducation - professorat des écoles,master,2 ans,Bourg-en-Bresse,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
Institut national supérieur du professorat et de l'éducation Clermont-Auvergne - site de Moulins,licence mention professorat des écoles,FR,bachelor,other,onisep-fr-stage1-009,394c7037-53ca-5124-b1cb-c347f2f3c5a9,licence mention professorat des écoles,licence,3 ans,Moulins,"temps plein, cours en présentiel ou cours partiellement en distanciel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
Institut national supérieur du professorat et de l'éducation Clermont-Auvergne - site de Moulins,master mention enseignement et éducation - professorat des écoles,FR,master,other,onisep-fr-stage1-009,20fb556f-e752-5d5d-b1fb-b7aa65c58ea4,master mention enseignement et éducation - professorat des écoles,master,2 ans,Moulins,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
"Institut national supérieur du professorat et de l'éducation Célestin Freinet - site de Nice, George V",master mention enseignement et éducation - professorat du second degré,FR,master,other,onisep-fr-stage1-026,4da6f840-9e62-5e39-a2b7-ebc0aea392ef,master mention enseignement et éducation - professorat du second degré,master,2 ans,Nice,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
"Institut national supérieur du professorat et de l'éducation Célestin Freinet - site de Nice, George V","master mention métiers de l'enseignement, de l'éducation et de la formation - pratiques et ingénierie de la formation",FR,master,other,onisep-fr-stage1-026,49ca4019-1bf2-5b5c-983d-1c96b71efea6,"master mention métiers de l'enseignement, de l'éducation et de la formation - pratiques et ingénierie de la formation",master,2 ans,Nice,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
"Institut national supérieur du professorat et de l'éducation Célestin Freinet - site de Nice, Stephen Liégeard",licence mention professorat des écoles,FR,bachelor,other,onisep-fr-stage1-019,97423fc0-45e9-51e2-a731-0ca88961b85f,licence mention professorat des écoles,licence,3 ans,Nice,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
"Institut national supérieur du professorat et de l'éducation Célestin Freinet - site de Nice, Stephen Liégeard",master mention enseignement et éducation - professorat des écoles,FR,master,other,onisep-fr-stage1-019,f4f878c2-17b2-5cd3-bf41-335ff38646af,master mention enseignement et éducation - professorat des écoles,master,2 ans,Nice,"temps plein, cours en présentiel ou cours en distanciel (enseignement à distance possible)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
Institut polytechnique de Paris,Master innovation entreprise societe,FR,master,other,ip-paris-fr-canary,c730c2f4-b8a5-5ef0-9947-7eea1b10b7d9,"master mention innovation, entreprise et société",master,2 ans,Palaiseau,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
Institut polytechnique de Paris,Master mention biologie-sante,FR,master,other,ip-paris-fr-canary,10ca8bac-cfc7-5cb3-87ae-5f1041983e86,master mention biologie-santé,master,2 ans,Palaiseau,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
Institut supérieur des sciences et techniques,master mention génie industriel,FR,master,other,onisep-fr-stage1-004,5dea6883-31fe-5808-9ee8-0775b57792ae,master mention génie industriel,master,2 ans,Saint-Quentin,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
Institut supérieur des sciences et techniques,master mention informatique,FR,master,computer science,onisep-fr-stage1-004,2f22ab26-e9a8-53fb-a260-26252a231af8,master mention informatique,master,2 ans,Saint-Quentin,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
Institut universitaire de technologie de l'Aisne - Campus de Laon,BUT techniques de commercialisation parcours business développement et management de la relation client,FR,bachelor,other,onisep-fr-stage1-007,04bc0f72-add9-5031-9f73-893f3015f64e,BUT techniques de commercialisation parcours business développement et management de la relation client,bachelor universitaire de technologie,3 ans,Laon,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
Institut universitaire de technologie de l'Aisne - Campus de Laon,BUT techniques de commercialisation parcours business international : achat et vente,FR,bachelor,other,onisep-fr-stage1-007,799e0634-fecf-5059-8a0b-3f628d588a9c,BUT techniques de commercialisation parcours business international : achat et vente,bachelor universitaire de technologie,3 ans,Laon,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
Institut universitaire de technologie de l'Aisne - Campus de Saint-Quentin,"BUT génie chimique, génie des procédés parcours conception des procédés et innovation technologique",FR,bachelor,other,onisep-fr-stage1-008,b9aa04e3-0f33-518f-afbd-7a9e7479bafb,"BUT génie chimique, génie des procédés parcours conception des procédés et innovation technologique",bachelor universitaire de technologie,3 ans,Saint-Quentin,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
Institut universitaire de technologie de l'Aisne - Campus de Saint-Quentin,BUT génie mécanique et productique parcours innovation pour l'industrie,FR,bachelor,engineering,onisep-fr-stage1-008,b42b75f5-3004-5009-8bcf-40a2f3438085,BUT génie mécanique et productique parcours innovation pour l'industrie,bachelor universitaire de technologie,3 ans,Saint-Quentin,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
Institut universitaire de technologie de l'Aisne - Campus de Soissons,BUT carrières juridiques parcours entreprise et association,FR,bachelor,other,onisep-fr-stage1-006,f0e956c7-5c0a-57a4-b147-b8bd217d2514,BUT carrières juridiques parcours entreprise et association,bachelor universitaire de technologie,3 ans,Cuffies,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
Institut universitaire de technologie de l'Aisne - Campus de Soissons,BUT génie électrique et informatique industrielle parcours automatisme et informatique industrielle,FR,bachelor,computer science,onisep-fr-stage1-006,0f970faf-fdf2-58c6-814b-8cf1fb584379,BUT génie électrique et informatique industrielle parcours automatisme et informatique industrielle,bachelor universitaire de technologie,3 ans,Cuffies,"temps plein, cours en présentiel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
KTH Royal Institute of Technology,Architecture and Gender: Essay,SE,master,other,kth-se-canary,d03f735a-52cb-5656-ad23-d9fa0196ae4f,Architecture and Gender: Essay,,,,,eng,,,,,,,,,,,,,,,,,,,,"{""periodNumber"": 1, ""semester"": ""VT"", ""year"": 2027}",2026-10-15,,,,,,,,,,,,,,,,4,0,4,33,10.53,2,0
KTH Royal Institute of Technology,Architecture and Gender: Introduction,SE,bachelor,other,kth-se-canary,e1c56462-e350-50c0-bd4f-c34671fd3d61,Architecture and Gender: Introduction,,,,,eng,,,,,,,,,,,,,,,,,,,,"{""periodNumber"": 4, ""semester"": ""HT"", ""year"": 2026}",2026-04-15,,,,,,,,,,,,,,,,4,0,4,34,10.53,2,0
King's College London,Computer Science,UK,bachelor,computer science,kings-uk-canary,69dddfc8-ee52-57d9-8887-28139c2275d6,Computer Science,BSc (Hons),3 year course,Central London,Full time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,31,13.16,1,0
King's College London,Computer Science,UK,bachelor,computer science,kings-uk-canary,57418cd2-9e28-5de8-9bc6-055f88d3b8bb,Computer Science,BSc (Hons),3 year course,Central London,Full time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""occupation"": ""Information Technology Professionals"", ""percentage"": 85, ""period"": ""15 months after the course""}","{""audience"": null, ""metric"": ""in_other_work"", ""percentage"": 0, ""period"": ""15 months after the course"", ""population"": ""students graduating 2022-23""}",0,7,7,31,18.42,1,7
London South East Colleges,Computing: Cyber Security,UK,bachelor,computer science,discover-uk-stage1-023,daa9521e-4e07-53a8-b85a-bcd0c566e374,HND Computing: Cyber Security,HND,2 year course,London South East Colleges (Orpington Campus),Full time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,33,13.16,1,0
London South East Colleges,Early Years Professional Leadership,UK,bachelor,other,discover-uk-stage1-023,6a7210f2-06be-539a-8480-cf8386a4f915,HND Computing: Cyber Security,HND,2 year course,London South East Colleges (Orpington Campus),Full time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,5,33,13.16,2,2
Lund University,AI and Digitization in the Archive Sector,SE,master,computer science,lund-se-canary,d50de2d3-1fef-5ea0-8ba0-bd3213a09956,AI and Digitization in the Archive Sector,,,,,swe,,,,,,,,,,,,,,,,,,,,,"{""audience"": null, ""date"": ""2026-04-15"", ""intake"": ""year=2026; semester=HT; periodNumber=4""}",,,,,,,,"Grundläggande behörighet och minst 7,5 hp arkivvetenskap eller motsvarande kunskap samt 1 års arbetslivserfarenhet inom arkivsektorn.",,,,,"{""details"": ""1 års arbetslivserfarenhet inom arkivsektorn"", ""requirement_status"": ""required""}",,,5,0,5,33,13.16,2,0
Lund University,ALM: Work Experience,SE,bachelor,other,lund-se-canary,228d9843-a888-597d-aa24-e964922f0c34,ALM: Work Experience,,,,,swe,,,,,,,,,,,,,,,,,,,,"{""periodNumber"": 5, ""semester"": ""HT"", ""year"": 2026}",2026-04-15,,,,,,,,"Kurs motsvarande ABMM32 Arkivvetenskap: Förmedling och tillhandahållande, 7,5 hp, ABMM52 Biblioteks- och informationsvetenskap: Informationssökning och förmedling, 7,5 hp, eller ABMM72 Museologi: Materiell, immateriell och visuell kultur, 7,5 hp",,,,,"{""details"": ""Programme title is ALM: Work Experience; no work experience requirement is published in the source."", ""requirement_status"": null}",,,6,0,6,32,15.79,2,0
Maastricht University,International Executive Master of Finance and Control,NL,master,other,duo-nl-stage1-002,ef24c577-d5ed-56d2-acc5-0ae85892b671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,38,0.0,0,0
Maastricht University,"Master European Studies on Society, Science and Technology",NL,master,engineering,duo-nl-stage1-002,16a79eae-ec22-54ba-8eac-c70cc0f84632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,38,0.0,0,0
Open Universiteit Nederland,HBO - Rechten,NL,bachelor,other,duo-nl-stage1-003,2c43e758-e2c2-51e2-9e80-0c3581520de9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,38,0.0,0,0
Open Universiteit Nederland,Psychology,NL,master,other,duo-nl-stage1-003,409ba547-8457-53c7-8e77-3dbe46e84b34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,38,0.0,0,0
Oxford University,Computer Science (3 or 4 years),UK,bachelor,computer science,oxford-uk-canary,45d0488c-fd77-5761-bf4b-e68dc9328b6f,Computer Science (3 or 4 years),MCompSci (Hons),4 year course,Oxford,Full time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,5,31,13.16,1,0
Oxford University,Mathematics and Computer Science,UK,bachelor,computer science,oxford-uk-canary,00164ee0-24b0-5e69-8c8b-979d08113044,Mathematics and Computer Science (3 or 4 years),MMathCompSci (Hons),4 year course,Oxford,Full time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""data_period"": ""2021-23"", ""measure"": ""meaningfulness"", ""outcome_period"": ""15 months after graduation"", ""percentage"": 90, ""source"": ""Graduate Outcomes survey"", ""statement"": ""My current work is meaningful.""}","{""audience"": null, ""data_period"": ""2021-23"", ""occupation"": ""Information Technology Professionals"", ""outcome_period"": ""15 months after the course"", ""percentage"": 85, ""source"": ""Graduate Outcomes survey""}",5,2,7,31,18.42,2,2
Protestantse Theologische Universiteit (PThU),Theology,NL,master,other,duo-nl-stage1-004,da8fbb39-bb88-5c12-8e38-02ab720afa48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,38,0.0,0,0
Protestantse Theologische Universiteit (PThU),Theology (joint degree),NL,bachelor,other,duo-nl-stage1-004,996b9e0a-6692-5ca7-ab52-23f3030c9a37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,38,0.0,0,0
Radboud Universiteit,Business Administration,NL,master,other,radboud-nl-canary,eb1e73e5-1818-59ab-b3ba-67749a31edd3,Business Administration,MASTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,35,5.26,1,0
Radboud Universiteit,Computing Science,NL,master,other,radboud-nl-canary,9b5d5d94-9494-5799-9c62-4d5c254f4565,Computing Science,MASTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,36,5.26,1,0
