programme_id,programme_name,institution_id,field_name,value_json,resolution_level,scope,donor_entity,donor_name,source_url,source_hash,raw_document_id,provider,source_authority,source_relationship,uncertainty,provenance,original_status,is_new
c695f7f2-0ce1-5caa-9600-cf5fc759a332,Computer Science MSc,aalto-fi-canary,mandatory_fees,,,programme,,,,,,existing_strict_export,,,,Existing strict or hierarchy replay value.,EXISTING,0
c695f7f2-0ce1-5caa-9600-cf5fc759a332,Computer Science MSc,aalto-fi-canary,application_fee,,,programme,,,,,,existing_strict_export,,,,Existing strict or hierarchy replay value.,MISSING,0
c695f7f2-0ce1-5caa-9600-cf5fc759a332,Computer Science MSc,aalto-fi-canary,scholarship,,,programme,,,,,,existing_strict_export,,,,Existing strict or hierarchy replay value.,EXISTING,0
c695f7f2-0ce1-5caa-9600-cf5fc759a332,Computer Science MSc,aalto-fi-canary,scholarship_amount,,,programme,,,,,,existing_strict_export,,,,Existing strict or hierarchy replay value.,EXISTING,0
c695f7f2-0ce1-5caa-9600-cf5fc759a332,Computer Science MSc,aalto-fi-canary,funding,,,programme,,,,,,existing_strict_export,,,,Existing strict or hierarchy replay value.,MISSING,0
c695f7f2-0ce1-5caa-9600-cf5fc759a332,Computer Science MSc,aalto-fi-canary,funding_amount,,,programme,,,,,,existing_strict_export,,,,Existing strict or hierarchy replay value.,MISSING,0
c695f7f2-0ce1-5caa-9600-cf5fc759a332,Computer Science MSc,aalto-fi-canary,funding_eligibility,,,programme,,,,,,existing_strict_export,,,,Existing strict or hierarchy replay value.,MISSING,0
c695f7f2-0ce1-5caa-9600-cf5fc759a332,Computer Science MSc,aalto-fi-canary,funding_deadline,,,programme,,,,,,existing_strict_export,,,,Existing strict or hierarchy replay value.,MISSING,0
c695f7f2-0ce1-5caa-9600-cf5fc759a332,Computer Science MSc,aalto-fi-canary,ielts_overall,,,programme,,,,,,existing_strict_export,,,,Existing strict or hierarchy replay value.,ABSTAINED,0
c695f7f2-0ce1-5caa-9600-cf5fc759a332,Computer Science MSc,aalto-fi-canary,ielts_subscores,,,programme,,,,,,existing_strict_export,,,,Existing strict or hierarchy replay value.,ABSTAINED,0
c695f7f2-0ce1-5caa-9600-cf5fc759a332,Computer Science MSc,aalto-fi-canary,toefl,,,programme,,,,,,existing_strict_export,,,,Existing strict or hierarchy replay value.,ABSTAINED,0
c695f7f2-0ce1-5caa-9600-cf5fc759a332,Computer Science MSc,aalto-fi-canary,duolingo,,,programme,,,,,,existing_strict_export,,,,Existing strict or hierarchy replay value.,MISSING,0
c695f7f2-0ce1-5caa-9600-cf5fc759a332,Computer Science MSc,aalto-fi-canary,standardized_test_requirements,,,programme,,,,,,existing_strict_export,,,,Existing strict or hierarchy replay value.,EXISTING,0
c695f7f2-0ce1-5caa-9600-cf5fc759a332,Computer Science MSc,aalto-fi-canary,intakes,"{""start_date"": ""2027-08-01""}",H0,programme,c695f7f2-0ce1-5caa-9600-cf5fc759a332,target programme,https://opintopolku.fi/konfo-backend/hakukohde/1.2.246.562.20.00000000000000091188,,stage1-coverage-20260916-raw-af8763cb892e92d029e26391,studyinfo_hakukohde,,,0,Existing strict or hierarchy replay value.,DIRECT_ACCEPTED,0
c695f7f2-0ce1-5caa-9600-cf5fc759a332,Computer Science MSc,aalto-fi-canary,final_deadline,2027-01-05,H0,programme,c695f7f2-0ce1-5caa-9600-cf5fc759a332,target programme,https://opintopolku.fi/konfo-backend/toteutus/1.2.246.562.17.00000000000000008123,,6c9d32d0-c7e0-4a42-828b-98e3a431ae35,studyinfo_toteutus,,,0,Existing strict or hierarchy replay value.,DIRECT_ACCEPTED,0
c695f7f2-0ce1-5caa-9600-cf5fc759a332,Computer Science MSc,aalto-fi-canary,priority_deadline,,,programme,,,,,,existing_strict_export,,,,Existing strict or hierarchy replay value.,MISSING,0
c695f7f2-0ce1-5caa-9600-cf5fc759a332,Computer Science MSc,aalto-fi-canary,international_deadline,,,programme,,,,,,existing_strict_export,,,,Existing strict or hierarchy replay value.,MISSING,0
c695f7f2-0ce1-5caa-9600-cf5fc759a332,Computer Science MSc,aalto-fi-canary,rolling_admission,,,programme,,,,,,existing_strict_export,,,,Existing strict or hierarchy replay value.,ABSTAINED,0
c695f7f2-0ce1-5caa-9600-cf5fc759a332,Computer Science MSc,aalto-fi-canary,application_url,https://opintopolku.fi/hakemus/hakukohde/1.2.246.562.20.00000000000000091188?lang=en,H0,programme,c695f7f2-0ce1-5caa-9600-cf5fc759a332,target programme,https://opintopolku.fi/konfo-backend/hakukohde/1.2.246.562.20.00000000000000091188,,stage1-coverage-20260916-raw-af8763cb892e92d029e26391,studyinfo_hakukohde,,,0,Existing strict or hierarchy replay value.,DIRECT_ACCEPTED,0
c695f7f2-0ce1-5caa-9600-cf5fc759a332,Computer Science MSc,aalto-fi-canary,minimum_degree,University Bachelor's degree,H0,programme,c695f7f2-0ce1-5caa-9600-cf5fc759a332,target programme,https://opintopolku.fi/konfo-backend/hakukohde/1.2.246.562.20.00000000000000091188,,60cdd3b7-6301-4e19-b210-080c30eb798c,studyinfo_hakukohde,,,0,Existing strict or hierarchy replay value.,DIRECT_ACCEPTED,0
c695f7f2-0ce1-5caa-9600-cf5fc759a332,Computer Science MSc,aalto-fi-canary,minimum_gpa,,,programme,,,,,,existing_strict_export,,,,Existing strict or hierarchy replay value.,MISSING,0
c695f7f2-0ce1-5caa-9600-cf5fc759a332,Computer Science MSc,aalto-fi-canary,gpa_scale,,,programme,,,,,,existing_strict_export,,,,Existing strict or hierarchy replay value.,MISSING,0
c695f7f2-0ce1-5caa-9600-cf5fc759a332,Computer Science MSc,aalto-fi-canary,subject_prerequisites,,,programme,,,,,,existing_strict_export,,,,Existing strict or hierarchy replay value.,ABSTAINED,0
c695f7f2-0ce1-5caa-9600-cf5fc759a332,Computer Science MSc,aalto-fi-canary,required_documents,,,programme,,,,,,existing_strict_export,,,,Existing strict or hierarchy replay value.,ABSTAINED,0
c695f7f2-0ce1-5caa-9600-cf5fc759a332,Computer Science MSc,aalto-fi-canary,recommendation_letters,,,programme,,,,,,existing_strict_export,,,,Existing strict or hierarchy replay value.,ABSTAINED,0
